SR,PARISH_x,CODE,TOWNLAND,1841_MALE,1841_FEMALE,1841_INHABITED,1841_UNINHABITED,1851_MALE,1851_FEMALE,1851_INHABITED,1851_UNINHABITED,1861_MALE,1861_FEMALE,1861_INHABITED,1861_UNINHABITED,1871_MALE,1871_FEMALE,1871_INHABITED,1871_UNINHABITED,1881_MALE,1881_FEMALE,1881_INHABITED,1881_UNINHABITED,1891_MALE,1891_FEMALE,1891_INHABITED,1891_UNINHABITED,COUNTY,COUNTY_ID,BARONY,BARONY_ID,PARISH_y,PARISH_ID,OS_ID,MODERN_NAME,TOWNLAND_ID,OS_HECTARES,CENTRE_LAT,CENTRE_LNG,MATCH_CODE,VRTI,Google_Drive_Link,Histogram_of_Male_and_Female,Male_to_Female_Ratio,Population_changes
743,DONABATE,260671,NEWBRIDGE_DEMESNE,19,20,5,0,16,22,5,0,19,22,5,0,21,24,5,0,19,23,5,0,0,0,0,0,DUBLIN,C_10,BALROTHERY,C_10_B_01,DONABATE,C_10_B_01_P_08,260671,NEWBRIDGE_DEMESNE,C_10_B_01_P_08_260671,142.384,53.48509,-6.16867,260671,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_08_260671_NEWBRIDGE_DEMESNE,https://drive.google.com/uc?id=1yUMZKRTI0mt_2acpAnr32Egct_jYNL3D,,,
755,KILLEEK,260528,KILLEEK,74,63,17,1,64,46,17,0,49,37,14,0,48,35,14,0,41,29,15,0,30,18,15,1,DUBLIN,C_10,NETHERCROSS,C_10_B_04,KILLEEK,C_10_B_04_P_01,260528,KILLEEK,C_10_B_04_P_01_260528,225.694,53.45204,-6.27921,260528,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_01_260528_KILLEEK,https://drive.google.com/uc?id=1W9JTJHiY4M4CSxmY15PdzI-m5DqZPKfL,,,
756,KILLEEK,260651,MOUNTAMBROSE_GREAT,4,4,1,0,5,7,2,0,4,7,1,0,4,4,1,0,0,0,0,0,2,1,1,0,DUBLIN,C_10,NETHERCROSS,C_10_B_04,KILLEEK,C_10_B_04_P_01,260651,MOUNTAMBROSE_GREAT,C_10_B_04_P_01_260651,20.029,53.46577,-6.28126,260651,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_01_260651_MOUNTAMBROSE_GREAT,https://drive.google.com/uc?id=1cF4Mz7pNDQ9pGoFQXssJO7mcltesmGrv,,,
757,KILLEEK,260652,MOUNTAMBROSE_LITTLE,13,7,3,0,6,5,3,0,9,8,3,0,4,5,1,0,5,5,2,0,1,1,1,0,DUBLIN,C_10,NETHERCROSS,C_10_B_04,KILLEEK,C_10_B_04_P_01,260652,MOUNTAMBROSE_LITTLE,C_10_B_04_P_01_260652,12.76,53.46753,-6.28748,260652,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_01_260652_MOUNTAMBROSE_LITTLE,https://drive.google.com/uc?id=1OYWcBzrmtVJ3beZeDSQHbZf-uZQ_D_Ez,,,
761,KILLOSSERY,260154,BOGGYHEARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUBLIN,C_10,NETHERCROSS,C_10_B_04,KILLOSSERY,C_10_B_04_P_10,260154,BOGGYHEARY,C_10_B_04_P_10_260154,36.631,53.4757,-6.30104,260154,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_10_260154_BOGGYHEARY,https://drive.google.com/uc?id=1hChm788LY0a6yfUmx-3JEe2dbwBCg1Kz,,,
765,KILLOSSERY,260583,LEAS,9,16,4,0,8,6,3,0,3,5,3,0,3,4,2,1,3,5,2,0,4,4,2,0,DUBLIN,C_10,NETHERCROSS,C_10_B_04,KILLOSSERY,C_10_B_04_P_10,260583,LEAS,C_10_B_04_P_10_260583,56.141,53.47065,-6.27922,260583,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_10_260583_LEAS,https://drive.google.com/uc?id=11FuFiJjTIm-lFTEOBzFBCDgJ-CdK3lD0,,,
766,KILLOSSERY,260587,LISPOPPLE,42,33,13,0,33,29,10,1,28,33,9,0,28,27,7,0,21,20,6,1,36,35,14,1,DUBLIN,C_10,NETHERCROSS,C_10_B_04,KILLOSSERY,C_10_B_04_P_10,260587,LISPOPPLE,C_10_B_04_P_10_260587,246.914,53.49103,-6.28378,260587,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_10_260587_LISPOPPLE,https://drive.google.com/uc?id=1x3XS3mMy66ihTuONg5eeua-CeM-p1QL8,,,
767,KILLOSSERY,260659,MOUNTSTUART,1,1,1,0,2,2,1,0,1,1,1,0,1,1,1,0,4,5,1,0,1,2,1,0,DUBLIN,C_10,NETHERCROSS,C_10_B_04,KILLOSSERY,C_10_B_04_P_10,260659,MOUNTSTUART,C_10_B_04_P_10_260659,27.216,53.47847,-6.29227,260659,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_10_260659_MOUNTSTUART,https://drive.google.com/uc?id=1Hqbuu2iBSZZyIPU0NO0IX7rEYyXSPH20,,,
768,KILLOSSERY,260753,RATH,16,20,6,0,12,18,7,0,7,8,3,0,15,15,5,0,16,9,5,0,11,5,3,0,DUBLIN,C_10,NETHERCROSS,C_10_B_04,KILLOSSERY,C_10_B_04_P_10,260753,RATH,C_10_B_04_P_10_260753,75.732,53.48347,-6.29659,260753,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_10_260753_RATH,https://drive.google.com/uc?id=1OiLP5VauvOgephqQO7MLtcrfLHJARXdJ,,,
769,KILLOSSERY,260798,ROWLESTOWN_EAST,6,7,2,2,5,2,2,2,5,2,2,1,6,5,2,0,7,5,2,1,5,5,2,0,DUBLIN,C_10,NETHERCROSS,C_10_B_04,KILLOSSERY,C_10_B_04_P_10,260798,ROWLESTOWN_EAST,C_10_B_04_P_10_260798,48.418,53.49171,-6.29645,260798,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_10_260798_ROWLESTOWN_EAST,https://drive.google.com/uc?id=1th2ob6XGIMItLWP57uv2-qqY11x9m5C4,,,
770,KILLOSSERY,260799,ROWLESTOWN_WEST,21,18,6,0,19,14,7,1,22,15,9,0,27,15,7,0,20,10,7,0,10,12,7,0,DUBLIN,C_10,NETHERCROSS,C_10_B_04,KILLOSSERY,C_10_B_04_P_10,260799,ROWLESTOWN_WEST,C_10_B_04_P_10_260799,88.908,53.49564,-6.305,260799,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_10_260799_ROWLESTOWN_WEST,https://drive.google.com/uc?id=1HNtzOJWPsbgsBKEG2cHAie3DEz94bQGR,,,
771,KILLOSSERY,260814,SCATTERNAGH,6,9,1,0,3,7,1,0,3,2,1,0,1,2,1,0,2,3,1,0,2,2,1,0,DUBLIN,C_10,NETHERCROSS,C_10_B_04,KILLOSSERY,C_10_B_04_P_10,260814,SCATTERNAGH,C_10_B_04_P_10_260814,69.096,53.49992,-6.29591,260814,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_10_260814_SCATTERNAGH,https://drive.google.com/uc?id=1TX-45w3YXi5ySOwwlLgcj4rtcCiaDNUc,,,
777,KILSALLAGHAN,260211,CASTLEFARM_(ED_KILSALLAGHAN)__,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,0,8,6,2,0,4,4,1,2,DUBLIN,C_10,NETHERCROSS,C_10_B_04,KILSALLAGHAN,C_10_B_04_P_11,260211,"CASTLEFARM_(ED_KILSALLAGHAN)__
",C_10_B_04_P_11_260211,21.441,53.47542,-6.3133,260211,"https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_11_260211_CASTLEFARM_(ED_KILSALLAGHAN)__
",,,,
778,KILSALLAGHAN,260259,COMMON,5,9,2,0,9,5,3,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,DUBLIN,C_10,NETHERCROSS,C_10_B_04,KILSALLAGHAN,C_10_B_04_P_11,260259,COMMON,C_10_B_04_P_11_260259,1.074,53.45094,-6.30895,260259,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_11_260259_COMMON,https://drive.google.com/uc?id=1kNumAkT91igQF86BWYmqP1ySrNmMnLFK,,,
779,KILSALLAGHAN,260275,COOLATRATH_EAST,10,4,3,0,11,7,2,0,14,8,2,0,4,3,1,0,7,4,2,0,6,2,2,0,DUBLIN,C_10,NETHERCROSS,C_10_B_04,KILSALLAGHAN,C_10_B_04_P_11,260275,COOLATRATH_EAST,C_10_B_04_P_11_260275,124.305,53.45456,-6.34071,260275,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_11_260275_COOLATRATH_EAST,https://drive.google.com/uc?id=1_7KVMSzDsx8_mdS2fSjm1a6KKi8ucf2n,,,
780,KILSALLAGHAN,260276,COOLATRATH_WEST,6,4,1,0,5,3,1,0,4,2,1,0,10,3,2,0,2,1,1,0,1,0,1,0,DUBLIN,C_10,NETHERCROSS,C_10_B_04,KILSALLAGHAN,C_10_B_04_P_11,260276,COOLATRATH_WEST,C_10_B_04_P_11_260276,14.1,53.46421,-6.35151,260276,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_11_260276_COOLATRATH_WEST,https://drive.google.com/uc?id=1MGiiU3Wj21OLSQnc4zj8dJMiFEXBpKFd,,,
781,KILSALLAGHAN,260282,COOLQUOY,2,4,1,0,10,4,1,0,6,4,1,0,4,3,1,0,2,3,2,0,6,5,2,0,DUBLIN,C_10,NETHERCROSS,C_10_B_04,KILSALLAGHAN,C_10_B_04_P_11,260282,COOLQUOY,C_10_B_04_P_11_260282,37.166,53.45592,-6.34942,260282,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_11_260282_COOLQUOY,https://drive.google.com/uc?id=1qxFc0Y5n1yEHafmUIHZjDFaHU8A0wfHy,,,
782,KILSALLAGHAN,260283,COOLQUOY_COMMON,97,67,29,0,57,54,22,2,64,56,21,1,41,37,16,0,43,34,15,0,34,25,13,2,DUBLIN,C_10,NETHERCROSS,C_10_B_04,KILSALLAGHAN,C_10_B_04_P_11,260283,COOLQUOY_COMMON,C_10_B_04_P_11_260283,61.638,53.46135,-6.34691,260283,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_11_260283_COOLQUOY_COMMON,https://drive.google.com/uc?id=1ZdBkrRpW6-zB0E1ouUdJhYt4c5KFYULq,,,
784,KILSALLAGHAN,260359,DUNMUCKY,7,4,2,1,4,3,1,2,2,1,1,1,3,3,2,0,4,7,2,0,4,1,1,2,DUBLIN,C_10,NETHERCROSS,C_10_B_04,KILSALLAGHAN,C_10_B_04_P_11,260359,DUNMUCKY,C_10_B_04_P_11_260359,27.916,53.47024,-6.34645,260359,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_11_260359_DUNMUCKY,https://drive.google.com/uc?id=1_HISLPwDTlgDQi73oAUy98cC6gUjmmfL,,,
785,KILSALLAGHAN,260413,GLEBE,4,6,1,0,5,8,2,0,3,3,1,0,2,6,1,0,3,5,1,0,4,4,1,0,DUBLIN,C_10,NETHERCROSS,C_10_B_04,KILSALLAGHAN,C_10_B_04_P_11,260413,GLEBE,C_10_B_04_P_11_260413,9.041,53.42994,-6.21444,260413,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_11_260413_GLEBE,https://drive.google.com/uc?id=1nign2EqGVTlpY14eb22brNXRQDXyhvN2,,,
786,KILSALLAGHAN,260519,KILCOSKAN,17,15,7,0,16,9,3,1,20,15,7,0,10,11,5,0,8,9,5,2,16,11,6,0,DUBLIN,C_10,NETHERCROSS,C_10_B_04,KILSALLAGHAN,C_10_B_04_P_11,260519,KILCOSKAN,C_10_B_04_P_11_260519,122.786,53.46534,-6.33094,260519,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_11_260519_KILCOSKAN,https://drive.google.com/uc?id=1g1o9in-o-dnmSHmxdfJhoNmXH0KIxtyR,,,
787,KILSALLAGHAN,260536,KILMACREE,0,1,1,0,2,5,1,1,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,DUBLIN,C_10,NETHERCROSS,C_10_B_04,KILSALLAGHAN,C_10_B_04_P_11,260536,KILMACREE,C_10_B_04_P_11_260536,26.621,53.43853,-6.31613,260536,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_11_260536_KILMACREE,https://drive.google.com/uc?id=1M4Nt6Nh4iWTOKkab2cFTyMFa3Ay8NpyG,,,
788,KILSALLAGHAN,260546,KILSALLAGHAN,46,38,16,0,36,40,13,0,29,36,9,1,19,24,7,0,19,24,9,0,12,27,9,0,DUBLIN,C_10,NETHERCROSS,C_10_B_04,KILSALLAGHAN,C_10_B_04_P_11,260546,KILSALLAGHAN,C_10_B_04_P_11_260546,142.756,53.47368,-6.32133,260546,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_11_260546_KILSALLAGHAN,https://drive.google.com/uc?id=1NIqVbVxvCyMQnNHApz8hbg60o5eklgRE,,,
789,KILSALLAGHAN,260670,NEWBARN,27,27,6,0,26,29,6,2,16,20,6,0,7,12,5,0,2,3,1,2,7,10,3,0,DUBLIN,C_10,NETHERCROSS,C_10_B_04,KILSALLAGHAN,C_10_B_04_P_11,260670,NEWBARN,C_10_B_04_P_11_260670,151.395,53.48603,-6.32332,260670,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_11_260670_NEWBARN,https://drive.google.com/uc?id=1heBMM-ggOl5MZC0fYfN0cNv7B8jEZnBK,,,
790,KILSALLAGHAN,260825,SHALLON,4,4,2,0,5,8,2,0,6,4,2,0,8,5,2,0,2,1,1,0,2,1,1,0,DUBLIN,C_10,NETHERCROSS,C_10_B_04,KILSALLAGHAN,C_10_B_04_P_11,260825,SHALLON,C_10_B_04_P_11_260825,61.625,53.44693,-6.31572,260825,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_11_260825_SHALLON,https://drive.google.com/uc?id=1FcBcCQN1fxeQMsRGvL4MLKpKPBPC1b0Z,,,
791,KILSALLAGHAN,260875,THORNTOWN,9,5,2,0,12,8,4,0,11,15,7,0,9,7,4,0,6,7,4,0,7,5,3,1,DUBLIN,C_10,NETHERCROSS,C_10_B_04,KILSALLAGHAN,C_10_B_04_P_11,260875,THORNTOWN,C_10_B_04_P_11_260875,108.242,53.47496,-6.33525,260875,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_11_260875_THORNTOWN,https://drive.google.com/uc?id=1sDvC-RNFjidfa5oqB1zMJ35RNsjn0udB,,,
793,PORTRAINE,260051,BALLALEASE_NORTH,19,14,4,0,15,10,3,0,16,11,5,0,9,10,4,0,10,9,5,0,6,9,4,1,DUBLIN,C_10,NETHERCROSS,C_10_B_04,PORTRAINE,C_10_B_04_P_03,260051,BALLALEASE_NORTH,C_10_B_04_P_03_260051,26.731,53.4895,-6.13737,260051,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_03_260051_BALLALEASE_NORTH,https://drive.google.com/uc?id=16TNj8oWeDzUmC5y617eIWKvwS4aBNh6H,,,
794,PORTRAINE,260052,BALLALEASE_SOUTH,10,11,3,0,6,5,3,0,4,7,3,0,4,3,2,0,0,0,0,0,0,0,0,0,DUBLIN,C_10,NETHERCROSS,C_10_B_04,PORTRAINE,C_10_B_04_P_03,260052,BALLALEASE_SOUTH,C_10_B_04_P_03_260052,4.144,53.48196,-6.14106,260052,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_03_260052_BALLALEASE_SOUTH,https://drive.google.com/uc?id=1kAFSy2HUYcF7wlyC19Yrmlm8GuKcwmxK,,,
795,PORTRAINE,260053,BALLALEASE_WEST,30,28,12,0,15,15,6,0,37,35,14,0,34,38,15,0,39,37,17,0,30,24,15,4,DUBLIN,C_10,NETHERCROSS,C_10_B_04,PORTRAINE,C_10_B_04_P_03,260053,BALLALEASE_WEST,C_10_B_04_P_03_260053,14.711,53.48638,-6.14667,260053,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_03_260053_BALLALEASE_WEST,https://drive.google.com/uc?id=1wKwIkK8BR1Ik1izOlGGjxg7tTqS-swoR,,,
796,PORTRAINE,260060,BALLISK,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,DUBLIN,C_10,NETHERCROSS,C_10_B_04,PORTRAINE,C_10_B_04_P_03,260060,BALLISK,C_10_B_04_P_03_260060,16.769,53.48609,-6.14199,260060,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_03_260060_BALLISK,https://drive.google.com/uc?id=1FLI4_vyo0MJ-ADMRjyCG9pg5nfvOjHkM,,,
797,PORTRAINE,260061,BALLISK_COMMON,29,29,14,1,4,9,3,0,24,28,14,2,20,27,15,0,5,4,3,0,6,4,3,1,DUBLIN,C_10,NETHERCROSS,C_10_B_04,PORTRAINE,C_10_B_04_P_03,260061,BALLISK_COMMON,C_10_B_04_P_03_260061,36.382,53.49116,-6.1464,260061,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_03_260061_BALLISK_COMMON,https://drive.google.com/uc?id=1gdlUTE54s68ueizhnWVMYIkKA8kj38VJ,,,
798,PORTRAINE,260094,BALLYMASTONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,2,1,0,0,0,0,DUBLIN,C_10,NETHERCROSS,C_10_B_04,PORTRAINE,C_10_B_04_P_03,260094,BALLYMASTONE,C_10_B_04_P_03_260094,49.001,53.48483,-6.13316,260094,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_03_260094_BALLYMASTONE,https://drive.google.com/uc?id=1HGyB2qr8kyYiDkvF0QnNgBqzncdB1yBd,,,
799,PORTRAINE,260130,BEAVERSTOWN,60,83,28,3,13,15,5,1,18,10,3,0,92,95,40,0,110,102,50,1,39,29,14,0,DUBLIN,C_10,NETHERCROSS,C_10_B_04,PORTRAINE,C_10_B_04_P_03,260130,BEAVERSTOWN,C_10_B_04_P_03_260130,175.73,53.49406,-6.15072,260130,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_03_260130_BEAVERSTOWN,https://drive.google.com/uc?id=1Xt-n1hHHwOBfno3SuqbpEMLbqhxgkpmo,,,
800,PORTRAINE,260188,BURROW,92,94,30,0,117,116,42,0,117,108,39,0,88,91,37,0,68,73,33,2,64,60,31,2,DUBLIN,C_10,NETHERCROSS,C_10_B_04,PORTRAINE,C_10_B_04_P_03,260188,BURROW,C_10_B_04_P_03_260188,118.243,53.50302,-6.11925,260188,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_03_260188_BURROW,https://drive.google.com/uc?id=15oMbqa95Ecm55Q5Av34n-T0cHLOe7Rch,,,
801,PORTRAINE,260952,LAMBAY_ISLAND,44,45,12,2,42,33,15,6,36,35,14,4,50,38,17,0,32,29,12,1,19,13,7,6,DUBLIN,C_10,NETHERCROSS,C_10_B_04,PORTRAINE,C_10_B_04_P_03,260952,LAMBAY_ISLAND,C_10_B_04_P_03_260952,238.29,53.49102,-6.0173,260952,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_03_260952_LAMBAY_ISLAND,https://drive.google.com/uc?id=1s5qtJLiGFKu8L-tdV3_a8DFPVo01Bnui,,,
802,PORTRAINE,260733,PORTRAINE,40,50,10,0,19,12,4,0,18,11,4,0,18,14,5,0,20,15,5,0,23,15,5,0,DUBLIN,C_10,NETHERCROSS,C_10_B_04,PORTRAINE,C_10_B_04_P_03,260733,PORTRAINE,C_10_B_04_P_03_260733,44.89,53.49563,-6.11991,260733,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_03_260733_PORTRAINE,https://drive.google.com/uc?id=1mPLmgL7pz3mPOpV96VxnITGTczIq8R-D,,,
804,PORTRAINE,260742,QUAY,13,10,4,0,16,26,6,2,14,23,6,1,7,13,3,0,7,8,3,0,8,5,3,2,DUBLIN,C_10,NETHERCROSS,C_10_B_04,PORTRAINE,C_10_B_04_P_03,260742,QUAY,C_10_B_04_P_03_260742,27.189,53.49003,-6.10067,260742,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_03_260742_QUAY,https://drive.google.com/uc?id=1SVCrFddtQRKZNjX1-UqH2sMF4fStZ60h,,,
805,PORTRAINE,260747,RAHILLION,12,9,2,0,19,8,2,1,12,12,3,0,7,7,2,0,5,6,2,0,4,1,2,1,DUBLIN,C_10,NETHERCROSS,C_10_B_04,PORTRAINE,C_10_B_04_P_03,260747,RAHILLION,C_10_B_04_P_03_260747,52.083,53.49617,-6.13247,260747,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_03_260747_RAHILLION,https://drive.google.com/uc?id=1A8PRvQVjI8KDpgLVvO__M7OCiqgtT_xU,,,
809,SWORDS,260042,BALDURGAN,22,15,5,0,21,13,5,0,17,10,4,0,11,9,2,0,12,7,2,0,8,7,2,0,DUBLIN,C_10,NETHERCROSS,C_10_B_04,SWORDS,C_10_B_04_P_02,260042,BALDURGAN,C_10_B_04_P_02_260042,98.001,53.50749,-6.24914,260042,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_02_260042_BALDURGAN,https://drive.google.com/uc?id=1boC7qTcgOcM05bHS2UyW0iFnZzsRuOXZ,,,
810,SWORDS,260048,BALHEARY,59,64,21,3,65,57,20,2,59,46,16,0,43,35,13,0,30,25,12,0,31,30,13,1,DUBLIN,C_10,NETHERCROSS,C_10_B_04,SWORDS,C_10_B_04_P_02,260048,BALHEARY,C_10_B_04_P_02_260048,163.713,53.48342,-6.23643,260048,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_02_260048_BALHEARY,https://drive.google.com/uc?id=1As1GdlWEmhWo5ahGrz_fQ95rhQKGUcz_,,,
811,SWORDS,260049,BALHEARY_DEMESNE,12,9,5,2,24,19,11,2,15,12,5,0,7,10,4,0,6,11,3,3,9,9,3,2,DUBLIN,C_10,NETHERCROSS,C_10_B_04,SWORDS,C_10_B_04_P_02,260049,BALHEARY_DEMESNE,C_10_B_04_P_02_260049,77.634,53.47212,-6.21737,260049,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_02_260049_BALHEARY_DEMESNE,https://drive.google.com/uc?id=1XOLsb-PYzxjgVisimGPzx2icXP4K2iCS,,,
812,SWORDS,260086,BALLYMADROUGH,54,43,19,3,39,24,12,4,20,17,10,4,21,23,10,0,13,28,7,0,9,7,4,2,DUBLIN,C_10,NETHERCROSS,C_10_B_04,SWORDS,C_10_B_04_P_02,260086,BALLYMADROUGH,C_10_B_04_P_02_260086,221.407,53.47356,-6.18663,260086,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_02_260086_BALLYMADROUGH,https://drive.google.com/uc?id=1I70SkPvJ0bkbQY-hC4p4XEQpyQnw-s7C,,,
813,SWORDS,260125,BARRYSPARKS,0,0,0,0,0,0,0,0,2,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,DUBLIN,C_10,NETHERCROSS,C_10_B_04,SWORDS,C_10_B_04_P_02,260125,BARRYSPARKS,C_10_B_04_P_02_260125,55.63,53.44958,-6.21094,260125,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_02_260125_BARRYSPARKS,https://drive.google.com/uc?id=1zkQJTED3QTMujgiLzxrBLr2S7SYt5xSc,,,
814,SWORDS,260141,BELINSTOWN,28,21,4,0,16,14,4,1,19,17,6,0,13,12,7,0,10,15,5,0,8,7,3,2,DUBLIN,C_10,NETHERCROSS,C_10_B_04,SWORDS,C_10_B_04_P_02,260141,BELINSTOWN,C_10_B_04_P_02_260141,193.243,53.49127,-6.21271,260141,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_02_260141_BELINSTOWN,https://drive.google.com/uc?id=1wQreGvk0hyOd_ZVYU8uNswb1HzQs3Y8u,,,
815,SWORDS,260162,BRACKENSTOWN,33,39,10,0,30,25,9,1,22,23,9,0,24,23,9,0,20,21,6,3,16,13,7,3,DUBLIN,C_10,NETHERCROSS,C_10_B_04,SWORDS,C_10_B_04_P_02,260162,BRACKENSTOWN,C_10_B_04_P_02_260162,89.727,53.45377,-6.25678,260162,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_02_260162_BRACKENSTOWN,https://drive.google.com/uc?id=1k09QDRTttlQLrnpLPHxEubX4NpFVnTju,,,
816,SWORDS,260170,BROADMEADOW,13,9,2,0,12,12,2,0,7,10,2,0,8,8,2,0,7,9,2,0,7,5,2,0,DUBLIN,C_10,NETHERCROSS,C_10_B_04,SWORDS,C_10_B_04_P_02,260170,BROADMEADOW,C_10_B_04_P_02_260170,84.992,53.4754,-6.23847,260170,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_02_260170_BROADMEADOW,https://drive.google.com/uc?id=11EHUvWX7pu_fJ2C6lrMHI9W1n6Eefkwl,,,
817,SWORDS,260181,BROWNSTOWN,18,18,5,0,7,9,3,0,4,1,1,0,2,1,1,0,3,2,1,0,5,3,1,0,DUBLIN,C_10,NETHERCROSS,C_10_B_04,SWORDS,C_10_B_04_P_02,260181,BROWNSTOWN,C_10_B_04_P_02_260181,99.765,53.49979,-6.23872,260181,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_02_260181_BROWNSTOWN,https://drive.google.com/uc?id=1Ja-8hgK1NgjKHYdiFcHwcxmilg_AUIUJ,,,
818,SWORDS,260212,CASTLEFARM,14,11,4,0,10,8,3,0,11,9,3,0,11,8,3,0,9,3,2,0,5,4,2,0,DUBLIN,C_10,NETHERCROSS,C_10_B_04,SWORDS,C_10_B_04_P_02,260212,CASTLEFARM,C_10_B_04_P_02_260212,14.516,53.46565,-6.22442,260212,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_02_260212_CASTLEFARM,https://drive.google.com/uc?id=1ZWfSaBxFrDI2zin2e0ssh4ZGWkx8zV6B,,,
819,SWORDS,260267,COMMONS_EAST,64,55,27,1,42,35,18,0,28,23,13,0,33,23,12,0,10,11,7,0,6,7,5,1,DUBLIN,C_10,NETHERCROSS,C_10_B_04,SWORDS,C_10_B_04_P_02,260267,COMMONS_EAST,C_10_B_04_P_02_260267,5.504,53.45152,-6.21093,260267,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_02_260267_COMMONS_EAST,https://drive.google.com/uc?id=1Nkvftl-s8NDJ3M2Oc7pUL5Fci841hZ0_,,,
