SR,CODE,TOWNLAND,COUNTY,COUNTY_ID,BARONY,BARONY_ID,PARISH,PARISH_ID,1841_MALE,1841_FEMALE,1841_TOTAL_POPULATIONS,1841_INHABITED,1841_UNINHABITED,1841_TOTAL_HOUSES,1851_MALE,1851_FEMALE,1851_TOTAL_POPULATIONS,1851_INHABITED,1851_UNINHABITED,1851_TOTAL_HOUSES,1861_MALE,1861_FEMALE,1861_TOTAL_POPULATIONS,1861_INHABITED,1861_UNINHABITED,1861_TOTAL_HOUSES,1871_MALE,1871_FEMALE,1871_TOTAL_POPULATIONS,1871_INHABITED,1871_UNINHABITED,1871_TOTAL_HOUSES,1881_MALE,1881_FEMALE,1881_TOTAL_POPULATIONS,1881_INHABITED,1881_UNINHABITED,1881_TOTAL_HOUSES,1891_MALE,1891_FEMALE,1891_TOTAL_POPULATIONS,1891_INHABITED,1891_UNINHABITED,1891_TOTAL_HOUSES,MODERN_NAME,TOWNLAND_ID,OS_HECTARES,CENTRE_LAT,CENTRE_LNG,VRTI,Google_Drive_Link,Histogram_of_Male_and_Female,Male_to_Female_Ratio,Population_changes
857,260834,SKIDOO,DUBLIN,C_10,NETHERCROSS,C_10_B_04,SWORDS,C_10_B_04_P_02,34,24,58,8,0,8,26,22,48,7,0,7,29,21,50,8,0,8,23,15,38,8,0,8,23,25,48,8,0,8,0,0,0,8,0,8,SKIDOO,C_10_B_04_P_02_260834,266.701,53.49323,-6.2624,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_02_260834_SKIDOO,https://drive.google.com/uc?id=1jFKTIUe7PPN-1TwMJcU_WAdfMIR5rHZW,,,
858,260864,SWORDS_DEMESNE,DUBLIN,C_10,NETHERCROSS,C_10_B_04,SWORDS,C_10_B_04_P_02,5,6,11,2,1,3,13,16,29,5,1,6,21,19,40,7,0,7,16,9,25,4,0,4,4,2,6,2,2,4,28,20,48,4,0,4,SWORDS_DEMESNE,C_10_B_04_P_02_260864,47.901,53.45682,-6.21309,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_02_260864_SWORDS_DEMESNE,https://drive.google.com/uc?id=1g_UBstlKBprad9rSKt7-bmSzMGdyYC0S,,,
859,260865,SWORDS_GLEBE,DUBLIN,C_10,NETHERCROSS,C_10_B_04,SWORDS,C_10_B_04_P_02,0,0,0,0,0,0,13,20,33,5,1,6,7,13,20,4,0,4,10,8,18,2,0,2,0,0,0,0,0,0,2,4,6,3,1,4,SWORDS_GLEBE,C_10_B_04_P_02_260865,3.775,53.45754,-6.22444,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_02_260865_SWORDS_GLEBE,https://drive.google.com/uc?id=1aOb6KLgAmaHXDR_IX04_Z0SFQBcjv2AE,,,
860,260893,TOWNPARKS,DUBLIN,C_10,NETHERCROSS,C_10_B_04,SWORDS,C_10_B_04_P_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,85,156,36,2,38,0,0,0,0,0,0,6,11,17,0,0,0,TOWNPARKS,C_10_B_04_P_02_260893,42.062,53.45929,-6.22074,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_02_260893_TOWNPARKS,https://drive.google.com/uc?id=1QkbFzbQFs1PtUVFfCWiKnDFTh7ouq3uj,,,
862,260932,WINDMILL_LANDS,DUBLIN,C_10,NETHERCROSS,C_10_B_04,SWORDS,C_10_B_04_P_02,18,13,31,5,0,5,50,52,102,26,1,27,26,17,43,12,0,12,34,22,56,16,0,16,32,23,55,11,0,11,19,16,35,9,1,10,WINDMILL_LANDS,C_10_B_04_P_02_260932,64.223,53.45824,-6.23421,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_02_260932_WINDMILL_LANDS,https://drive.google.com/uc?id=1DLGAhoPrU1Rapc38VjOZPEXt3EJNinZi,,,
865,260004,ADAMSTOWN,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,ADERRIG,C_10_B_05_P_01,12,11,23,3,0,3,9,6,15,2,0,2,9,6,15,2,0,2,5,4,9,1,0,1,5,4,9,1,0,1,2,2,4,1,0,1,ADAMSTOWN,C_10_B_05_P_01_260004,45.082,53.33471,-6.45209,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_01_260004_ADAMSTOWN,https://drive.google.com/uc?id=1CRlWPU3TyJeOJo6KD518xrGwXefSuEJZ,,,
866,260005,ADERRIG,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,ADERRIG,C_10_B_05_P_01,8,7,15,2,0,2,3,6,9,1,0,1,6,4,10,2,0,2,2,1,3,2,0,2,5,6,11,3,0,3,4,3,7,1,0,1,ADERRIG,C_10_B_05_P_01_260005,104.162,53.33958,-6.48353,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_01_260005_ADERRIG,https://drive.google.com/uc?id=14OYzmR7pjlksbabNAou7thbqzspWNdmc,,,
867,260024,BACKSTOWN,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,ADERRIG,C_10_B_05_P_01,7,5,12,2,0,2,9,9,18,2,0,2,26,21,47,9,0,9,7,8,15,2,0,2,0,0,0,0,0,0,8,5,13,2,0,2,BACKSTOWN,C_10_B_05_P_01_260024,83.893,53.34642,-6.48832,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_01_260024_BACKSTOWN,https://drive.google.com/uc?id=1Q6MGVnDLBnuhO8L-MDWhEHy9fcGhVAdJ,,,
869,260278,COOLDRINAGH,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,ADERRIG,C_10_B_05_P_01,1,5,6,1,0,1,10,9,19,3,1,4,12,42,54,13,0,13,14,22,36,7,0,7,17,20,37,7,0,7,4,7,11,3,0,3,COOLDRINAGH,C_10_B_05_P_01_260278,116.024,53.35685,-6.47781,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_01_260278_COOLDRINAGH,https://drive.google.com/uc?id=1GrdTB-Ht62iidKUWM_OvN4BYZH2-Jygg,,,
871,260153,BLUNDELSTOWN,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,CLONDALKIN,C_10_B_05_P_03,10,5,15,1,0,1,3,2,5,1,0,1,3,2,5,1,0,1,1,3,4,1,0,1,3,2,5,1,0,1,2,1,3,1,0,1,BLUNDELSTOWN,C_10_B_05_P_03_260153,63.933,53.3057,-6.47296,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_03_260153_BLUNDELSTOWN,https://drive.google.com/uc?id=123dOa6nfvgV-6RDKNyUe0EPgervE-v8g,,,
872,260077,BALLYDOWD,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,ESKER,C_10_B_05_P_07,135,114,249,45,0,45,104,91,195,34,1,35,79,55,134,31,0,31,58,66,124,33,0,33,82,80,162,32,0,32,78,80,158,30,1,31,BALLYDOWD,C_10_B_05_P_07_260077,62.274,53.35726,-6.42481,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_07_260077_BALLYDOWD,https://drive.google.com/uc?id=17fmy6TghFCFyeE84XvR_gvmyV04Mjeja,,,
873,260102,BALLYOWEN,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,ESKER,C_10_B_05_P_07,52,46,98,17,0,17,48,35,83,18,2,20,19,20,39,9,0,9,24,29,53,11,0,11,21,21,42,8,0,8,16,15,31,9,0,9,BALLYOWEN,C_10_B_05_P_07_260102,221.41,53.34933,-6.41939,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_07_260102_BALLYOWEN,https://drive.google.com/uc?id=10lrWpo_a2L1QPizV_Oa1U0_7XAeRq25K,,,
874,260365,ESKER_NORTH,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,ESKER,C_10_B_05_P_07,11,12,23,6,0,6,8,6,14,2,2,4,10,16,26,4,2,6,15,16,31,5,1,6,8,8,16,4,0,4,10,9,19,6,0,6,ESKER_NORTH,C_10_B_05_P_07_260365,30.258,53.35353,-6.43526,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_07_260365_ESKER_NORTH,https://drive.google.com/uc?id=1ZN1HtKPttJgeWLRcdjzN-IYluui9PE39,,,
875,260366,ESKER_SOUTH,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,ESKER,C_10_B_05_P_07,133,128,261,48,0,48,96,84,180,32,1,33,89,75,164,29,3,32,55,49,104,22,5,27,59,75,134,29,0,29,56,52,108,23,1,24,ESKER_SOUTH,C_10_B_05_P_07_260366,186.245,53.34385,-6.44186,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_07_260366_ESKER_SOUTH,https://drive.google.com/uc?id=1TtAdJfUr2JMM1K2BlbUaajnvfQ8bdemi,,,
876,260372,FINNSTOWN,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,ESKER,C_10_B_05_P_07,24,24,48,7,1,8,25,26,51,7,1,8,24,34,58,11,0,11,26,26,52,10,0,10,29,36,65,10,1,11,52,49,101,15,1,16,FINNSTOWN,C_10_B_05_P_07_260372,167.795,53.34109,-6.46115,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_07_260372_FINNSTOWN,https://drive.google.com/uc?id=1AEjnfjAAfxVnSrFNm4OtmeUAaERgI3lU,,,
877,260408,GLEBE,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,ESKER,C_10_B_05_P_07,11,11,22,3,0,3,8,12,20,3,0,3,9,6,15,2,1,3,9,8,17,3,0,3,8,4,12,2,0,2,10,9,19,3,0,3,GLEBE,C_10_B_05_P_07_260408,18.7,53.35146,-6.43869,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_07_260408_GLEBE,https://drive.google.com/uc?id=1nign2EqGVTlpY14eb22brNXRQDXyhvN2,,,
878,260465,HERMITAGE,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,ESKER,C_10_B_05_P_07,6,7,13,3,0,3,3,4,7,2,0,2,4,2,6,2,1,3,10,6,16,3,0,3,3,1,4,1,1,2,1,1,2,1,1,2,HERMITAGE,C_10_B_05_P_07_260465,55.566,53.3626,-6.41271,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_07_260465_HERMITAGE,https://drive.google.com/uc?id=1e3S2mCfvTe0Vd5cCzV63wwg6PRyDhikc,,,
879,260564,KISHOGE,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,ESKER,C_10_B_05_P_07,25,25,50,9,0,9,24,18,42,5,0,5,19,15,34,6,0,6,11,15,26,5,0,5,16,8,24,3,0,3,11,10,21,4,0,4,KISHOGE,C_10_B_05_P_07_260564,111.127,53.3345,-6.42978,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_07_260564_KISHOGE,https://drive.google.com/uc?id=11Fh6jMWEjCVMWFWxDbFclVREpuBWPye7,,,
881,260943,WOODVILLE,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,ESKER,C_10_B_05_P_07,15,23,38,4,0,4,13,17,30,4,0,4,11,14,25,4,0,4,12,15,27,5,0,5,7,12,19,4,0,4,1,2,3,1,3,4,WOODVILLE,C_10_B_05_P_07_260943,50.812,53.36308,-6.42139,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_07_260943_WOODVILLE,https://drive.google.com/uc?id=1Kmtb6VsWlq2QaBfw2MrOyBi00geJqS8R,,,
883,260036,BALDONNELL_LITTLE,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,KILBRIDE,C_10_B_05_P_29,3,7,10,1,0,1,0,0,0,0,0,0,3,5,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BALDONNELL_LITTLE,C_10_B_05_P_29_260036,11.53,53.30212,-6.43231,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_29_260036_BALDONNELL_LITTLE,https://drive.google.com/uc?id=1Nslk-9ohzq7JPAYniBubpMvKOMtb2M6a,,,
884,260037,BALDONNELL_LOWER,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,KILBRIDE,C_10_B_05_P_29,0,0,0,0,0,0,3,5,8,1,0,1,2,2,4,1,0,1,5,10,15,2,1,3,15,16,31,4,0,4,3,6,9,1,1,2,BALDONNELL_LOWER,C_10_B_05_P_29_260037,67.79,53.30724,-6.43048,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_29_260037_BALDONNELL_LOWER,https://drive.google.com/uc?id=1OkCRcVqsn44CmOD6KbwhNdzWzJcz1MVj,,,
885,260038,BALDONNELL_UPPER,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,KILBRIDE,C_10_B_05_P_29,2,7,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BALDONNELL_UPPER,C_10_B_05_P_29_260038,93.054,53.30203,-6.44477,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_29_260038_BALDONNELL_UPPER,https://drive.google.com/uc?id=10JuXEzyyLp-6jjJtrUucq1Xn-Y09-SjI,,,
886,260517,KILBRIDE,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,KILBRIDE,C_10_B_05_P_29,4,4,8,1,0,1,4,8,12,1,0,1,4,7,11,1,0,1,3,6,9,1,0,1,6,6,12,1,0,1,3,4,7,1,0,1,KILBRIDE,C_10_B_05_P_29_260517,108.16,53.30749,-6.4485,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_29_260517_KILBRIDE,https://drive.google.com/uc?id=1xdcgOVW0k_LQIdexAnSU5NURhZueA98p,,,
887,260518,KILCARBERY,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,KILBRIDE,C_10_B_05_P_29,17,19,36,6,0,6,13,14,27,6,0,6,6,9,15,3,1,4,3,2,5,1,0,1,1,2,3,1,1,2,4,4,8,1,1,2,KILCARBERY,C_10_B_05_P_29_260518,61.632,53.31403,-6.43359,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_29_260518_KILCARBERY,https://drive.google.com/uc?id=12t4E0efTzju7k4mcNI5bz1GPK0c6yi35,,,
889,260023,AUNGIERSTOWN_AND_BALLYBANE,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,KILMACTALWAY,C_10_B_05_P_08,23,8,31,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AUNGIERSTOWN_AND_BALLYBANE,C_10_B_05_P_08_260023,25.123,53.31445,-6.45059,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_08_260023_AUNGIERSTOWN_AND_BALLYBANE,https://drive.google.com/uc?id=1EfRcDfH264U6hac0qTkFKjkvWJUPbDg3,,,
890,260090,BALLYMAKAILY,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,KILMACTALWAY,C_10_B_05_P_08,10,8,18,3,0,3,32,32,64,11,1,12,31,27,58,11,0,11,27,26,53,10,1,11,13,18,31,7,1,8,21,21,42,7,0,7,BALLYMAKAILY,C_10_B_05_P_08_260090,43.672,53.32886,-6.45801,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_08_260090_BALLYMAKAILY,https://drive.google.com/uc?id=1m1p3NjivIyazM-ZvLDYLeKm5QQxGVJLw,,,
891,260180,BROWNSTOWN,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,KILMACTALWAY,C_10_B_05_P_08,27,28,55,10,0,10,4,3,7,1,0,1,6,7,13,2,0,2,3,4,7,1,0,1,4,4,8,1,0,1,6,3,9,1,0,1,BROWNSTOWN,C_10_B_05_P_08_260180,50.707,53.32236,-6.49118,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_08_260180_BROWNSTOWN,https://drive.google.com/uc?id=1Ja-8hgK1NgjKHYdiFcHwcxmilg_AUIUJ,,,
892,260242,CLUTTERLAND,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,KILMACTALWAY,C_10_B_05_P_08,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,2,5,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,CLUTTERLAND,C_10_B_05_P_08_260242,4.8,53.3226,-6.4617,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_08_260242_CLUTTERLAND,https://drive.google.com/uc?id=1xdECp0aJI30MIFPOxWcX_ZwUZIYu3qLd,,,
893,260284,COOLSCUDDAN,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,KILMACTALWAY,C_10_B_05_P_08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COOLSCUDDAN,C_10_B_05_P_08_260284,60.379,53.33063,-6.48882,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_08_260284_COOLSCUDDAN,https://drive.google.com/uc?id=1IdxSxUPdyjc-9_fIep5Pvj4IpCYu5Qzg,,,
894,260432,GOLLIERSTOWN,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,KILMACTALWAY,C_10_B_05_P_08,31,32,63,12,0,12,24,25,49,10,1,11,20,20,40,9,0,9,24,19,43,8,0,8,15,16,31,7,0,7,12,17,29,7,0,7,GOLLIERSTOWN,C_10_B_05_P_08_260432,181.393,53.33181,-6.47285,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_08_260432_GOLLIERSTOWN,https://drive.google.com/uc?id=1nayd65oQlynSHnyL2Yw4R5WWBg8mMzh5,,,
895,260438,GRANGE,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,KILMACTALWAY,C_10_B_05_P_08,71,67,138,23,3,26,32,40,72,14,2,16,19,24,43,11,0,11,27,17,44,9,0,9,31,26,57,11,0,11,34,19,53,12,0,12,GRANGE,C_10_B_05_P_08_260438,139.341,53.32817,-6.44742,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_08_260438_GRANGE,https://drive.google.com/uc?id=1pE3_kkWw2C8BXrqUqCFhY87YXgRvrgvw,,,
897,260537,KILMACTALWAY,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,KILMACTALWAY,C_10_B_05_P_08,19,29,48,5,0,5,21,19,40,5,0,5,15,5,20,5,2,7,20,15,35,5,0,5,15,19,34,5,0,5,7,7,14,3,1,4,KILMACTALWAY,C_10_B_05_P_08_260537,162.396,53.30875,-6.46082,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_08_260537_KILMACTALWAY,https://drive.google.com/uc?id=1alOAH1cWWx-E-6MPv5VIhY9eu8Sc5or9,,,
898,260598,LOUGHTOWN_LOWER,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,KILMACTALWAY,C_10_B_05_P_08,26,25,51,8,1,9,22,14,36,8,0,8,29,28,57,12,0,12,28,24,52,10,0,10,20,17,37,7,0,7,20,15,35,8,0,8,LOUGHTOWN_LOWER,C_10_B_05_P_08_260598,66.792,53.32106,-6.50169,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_08_260598_LOUGHTOWN_LOWER,https://drive.google.com/uc?id=1zCRrMyqTNFSA_fT7PE8T3klbm7h0_rFN,,,
899,260599,LOUGHTOWN_UPPER,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,KILMACTALWAY,C_10_B_05_P_08,0,0,0,0,0,0,0,0,0,0,1,1,5,8,13,2,0,2,0,3,3,1,0,1,5,9,14,2,0,2,5,6,11,2,0,2,LOUGHTOWN_UPPER,C_10_B_05_P_08_260599,40.739,53.32022,-6.48413,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_08_260599_LOUGHTOWN_UPPER,https://drive.google.com/uc?id=1dHvZI45x6lupNBeYXWCLDn-GgKwsP3Cy,,,
900,260630,MILLTOWN,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,KILMACTALWAY,C_10_B_05_P_08,69,53,122,19,0,19,31,30,61,12,0,12,37,34,71,16,0,16,25,19,44,8,0,8,22,17,39,8,2,10,30,23,53,11,0,11,MILLTOWN,C_10_B_05_P_08_260630,199.183,53.31918,-6.47093,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_08_260630_MILLTOWN,https://drive.google.com/uc?id=1RgdFbAqb4ceZHpRYxllV4yWDEV5k4zNJ,,,
901,260661,MULLAUNS,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,KILMACTALWAY,C_10_B_05_P_08,3,5,8,2,0,2,6,4,10,2,0,2,3,2,5,2,0,2,1,2,3,1,0,1,1,4,5,1,0,1,2,3,5,1,0,1,MULLAUNS,C_10_B_05_P_08_260661,8.165,53.3283,-6.49515,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_08_260661_MULLAUNS,https://drive.google.com/uc?id=1MQ3fxJCUIjv-xNkj3PbVbhJfNILSa4Nk,,,
903,260540,KILMAHUDDRICK,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,KILMAHUDDRICK,C_10_B_05_P_09,2,4,6,1,0,1,3,3,6,1,0,1,9,9,18,4,0,4,2,2,4,1,0,1,4,3,7,1,0,1,4,3,7,1,0,1,KILMAHUDDRICK,C_10_B_05_P_09_260540,73.487,53.32648,-6.42786,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_09_260540_KILMAHUDDRICK,https://drive.google.com/uc?id=1ICYAdL0NAJvvH3z9OBjUBqUOF9xbpai2,,,
905,260244,COLDBLOW,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,LEIXLIP,C_10_B_05_P_10,50,55,105,21,1,22,28,36,64,14,0,14,33,46,79,20,1,21,26,44,70,13,1,14,10,12,22,3,0,3,28,33,61,11,1,12,COLDBLOW,C_10_B_05_P_10_260244,111.6,53.36364,-6.4598,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_10_260244_COLDBLOW,https://drive.google.com/uc?id=1nTdh71I0r-n_aBOaNDpqWwXtKZq23HT0,,,
906,260579,LARAGHCON,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,LEIXLIP,C_10_B_05_P_10,45,45,90,16,0,16,45,45,90,18,0,18,74,68,142,23,0,23,53,63,116,23,4,27,86,98,184,32,0,32,22,21,43,7,0,7,LARAGHCON,C_10_B_05_P_10_260579,119.578,53.36518,-6.44803,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_10_260579_LARAGHCON,https://drive.google.com/uc?id=1w4bn4y1oBvDGY_vKFhZfPt4WNo6jzUuG,,,
907,260719,PASSIFYOUCAN,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,LEIXLIP,C_10_B_05_P_10,5,3,8,1,0,1,7,2,9,1,0,1,3,2,5,1,0,1,4,9,13,3,0,3,4,3,7,1,0,1,0,3,3,1,0,1,PASSIFYOUCAN,C_10_B_05_P_10_260719,35.876,53.38464,-6.45679,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_10_260719_PASSIFYOUCAN,https://drive.google.com/uc?id=1hYxkS14voSLh2hkFjy5iPuobSjp4pGWU,,,
908,260843,ST._CATHERINE'S_PARK,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,LEIXLIP,C_10_B_05_P_10,12,12,24,6,0,6,16,17,33,7,0,7,12,7,19,3,0,3,13,19,32,8,0,8,34,43,77,17,0,17,18,15,33,6,0,6,ST._CATHERINE'S_PARK,C_10_B_05_P_10_260843,79.081,53.36807,-6.46811,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_10_260843_ST._CATHERINE'S_PARK,https://drive.google.com/uc?id=1wiuh76DzLYHqBvKh77MVM4dWIs0H0RHk,,,
909,260915,WESTMANSTOWN,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,LEIXLIP,C_10_B_05_P_10,78,75,153,29,0,29,75,73,148,26,0,26,18,18,36,8,0,8,29,26,55,14,0,14,23,20,43,12,0,12,66,37,103,24,0,24,WESTMANSTOWN,C_10_B_05_P_10_260915,176.702,53.37596,-6.44818,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_10_260915_WESTMANSTOWN,https://drive.google.com/uc?id=1GhBowRG2ZoXvfMuU0Fza024B_MDZkaLf,,,
912,260025,BACKWESTONPARK,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,LUCAN,C_10_B_05_P_11,0,0,0,0,0,0,4,2,6,1,0,1,6,4,10,2,0,2,15,18,33,7,0,7,8,8,16,2,0,2,3,1,4,1,0,1,BACKWESTONPARK,C_10_B_05_P_11_260025,72.245,53.35304,-6.48875,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_11_260025_BACKWESTONPARK,https://drive.google.com/uc?id=1lvHGM8uM88LnBgRSl4MG9VucoTXEg3N-,,,
913,260340,DODDSBOROUGH,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,LUCAN,C_10_B_05_P_11,18,15,33,6,1,7,12,14,26,4,2,6,11,5,16,3,0,3,11,20,31,7,1,8,22,23,45,9,0,9,17,18,35,7,2,9,DODDSBOROUGH,C_10_B_05_P_11_260340,105.156,53.34947,-6.46377,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_11_260340_DODDSBOROUGH,https://drive.google.com/uc?id=1-QIEmIt9y7Np4ZE_nI0XXKW9Mqi_D2sQ,,,
914,260600,LUCAN_AND_PETTYCANNON,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,LUCAN,C_10_B_05_P_11,92,104,196,41,2,43,93,97,190,36,7,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,104,178,26,2,28,LUCAN_AND_PETTYCANNON,C_10_B_05_P_11_260600,108.84,53.35451,-6.44844,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_11_260600_LUCAN_AND_PETTYCANNON,https://drive.google.com/uc?id=1W-ANXT12UZwIIWHLasWlTO-7GIg0zxNn,,,
